bin,t_stat,p_val
1,0.48744201365791195,0.31879906712085704
2,1.4137134688385153,0.09554473084702071
3,2.927251919622897,0.008416036302138713
4,-0.016305302354836248,0.49367328497403895
5,-0.021449531717964924,0.4916775419867844
6,-1.9206239414663548,0.043484763492845246
7,2.338932897934898,0.02204864041948039
8,0.7112875285888277,0.24746344383268176
9,1.619435435721207,0.06990302900839888
10,0.5077863338852775,0.31190665582810156
11,-1.8256781223377447,0.05059374873226279
12,-2.602347512944858,0.01431389693714206
13,-3.8765205436797356,0.0018756292098441837
14,-9.457940514435228,2.8394506111192095e-06
15,-9.622409878773375,2.4624610153823078e-06
16,3.472544517342986,0.0035102755971424234
17,3.7813471250960897,0.002170006061234717
18,4.795366296551871,0.0004900154113790872
19,3.936674952580452,0.0017115933648367513
20,4.555656319692755,0.0006873877615822534
21,1.7864671761069286,0.05383529209426083
22,0.6615542388169623,0.26241520992481737
23,-0.9064480066158771,0.19416130649416413
24,-1.7974823623374923,0.05290570081124552
25,-3.4645581361683964,0.0035547543543174008
26,-2.7686977407820876,0.010899938570710787
27,2.3844252166658553,0.02046486260386959
28,0.2991773386861322,0.38579912119072873
29,0.8523977081679232,0.20804975619581828
30,-0.5656282110431213,0.29273494019820456
31,-1.535699460868071,0.0794929259867747
32,-5.267584479787038,0.0002577593859349842
33,-3.3679883549547767,0.004141698312434788
34,-0.2871220715967727,0.3902598833701424
35,0.3330535832737777,0.3733605992546849
36,0.1147635102559072,0.4555760810221928
37,0.7456955872207562,0.2374378046554534
38,-0.9081249069089202,0.19374122594790483
39,-0.8694621245622778,0.2035920448504614
40,0.5486392389879848,0.29829918016968693
41,1.2791539703891397,0.1164182744606497
42,2.1317060147598057,0.03092486325237392
43,1.8429897429231532,0.049221291351532026
44,1.2094111131816851,0.12865729775840054
45,0.9144609342574552,0.19215986012690472
46,2.210459907813527,0.0272022026787014
47,1.507724404785719,0.08294820569637176
48,0.017765320708694767,0.49310683827129986
49,2.384600226349873,0.02045899254498343
50,0.7627845744690941,0.23255698256149354
51,-2.060296464052228,0.034723403096674044
52,1.1939754424587437,0.13150348443327492
53,1.2220969409335956,0.12635585530343965
54,7.176106463793476,2.608210596641071e-05
55,0.8385065745482366,0.21172811151721682
56,2.410028459262196,0.019623594981000456
57,0.20357033340736289,0.4216088245444606
58,-2.2445956472930892,0.02572777845550732
59,-1.753700726845704,0.056690712449998584
60,-1.4223514782968776,0.09432180271357735
61,-0.13031490848700342,0.4495917507324668
62,0.3779307555589036,0.35712067273635667
63,0.6691786060307786,0.2600881753644989
64,-0.9751752578284544,0.17747702221389522
65,-2.8785392442733064,0.009110668766253844
66,-0.19516905751310068,0.4247977588183054
67,-4.502690655451433,0.0007416011919305482
68,-3.7382502243407183,0.0023190011347539075
69,-3.089764147288024,0.006467198099587394
70,3.0957514311586003,0.006404993484662832
71,1.9725177877495883,0.0400086802415252
72,0.120740500729584,0.4532745871176397
73,1.0185652407855879,0.16750376683388024
74,0.189704669838137,0.4268750395463864
75,2.5214456354122814,0.01634550758041071
76,0.9974489039361938,0.17230347830875242
77,0.6608134807636659,0.26264196247928084
78,0.8034371667443615,0.221211832189196
79,2.0785030493276815,0.03371429075862138
80,-0.8308479383690488,0.21377511199326144
81,0.16803298983199877,0.4351363453582131
82,-0.47865830871188986,0.32179799822547694
83,1.0684977855834368,0.15655793762845643
84,-0.4381786656923083,0.33579270200847444
85,-0.634565037243534,0.27075234184350727
86,-1.3638656004687504,0.10287173044492981
87,-2.1513103137567313,0.02995439109019568
88,-2.924496302115959,0.008453844735339259
89,-2.0242125989945294,0.03680974325821142
90,-3.513553924394037,0.003290879125377638
91,0.4147179730252343,0.3440295870786618
92,-0.15202641827918287,0.44125976474107165
93,2.5251693738605883,0.016245942673080722
94,0.8603490865786857,0.20596426535365803
95,1.2640490859585254,0.11898394523924488
96,-0.24137469367289138,0.4073370804430399
97,1.7321111227455468,0.05864784777644697
98,0.09366261091601073,0.463714577887957
99,0.2529614335229438,0.40299058303585444
100,-1.021168281697515,0.16691915436333274
101,-0.028323512529477325,0.48901112087980775
102,-0.7310495269088318,0.24167305492281543
103,-0.39769357961030394,0.35006194937714397
104,1.9028795417399111,0.0447375591380973
105,-0.013751371357991704,0.49466417472062574
106,2.35317437469966,0.021540231397265804
107,-0.28908547896011216,0.3895321936895824
108,-0.18703996981471144,0.4278888911628046
109,-0.25247928035570427,0.40317117590799034
110,-0.2558597693469767,0.4019055104553507
111,0.434374865399221,0.33712206491444774
112,0.3867312297878761,0.35397009517001393
113,1.6242722355198826,0.06938223379804556
114,1.2866013098242506,0.1151703196011875
115,-1.1131550562871098,0.14724386472570294
116,-0.7194339621136103,0.24506598954164632
117,-0.636634332035437,0.27010765979258267
118,3.1715555561024957,0.0056687971729016745
119,0.34979226463256474,0.3672702441347506
120,0.5016737121061223,0.31396959470403396
121,-0.9635501982957645,0.18022251508939097
122,-0.7980899187561865,0.222682630391496
123,1.9928685525284986,0.03871892666086148
124,-0.07331604794227754,0.47157910236052486
125,1.2147257846186796,0.12768899470721076
126,0.8284809851256006,0.21441048016074132
127,-0.00037659763331633655,0.4998538669755128
128,-0.876750732136676,0.20170855274912164
129,-2.3137670747317425,0.022976143850662697
130,-2.588046868662105,0.014653606876285597
131,-5.018601478133516,0.0003602303039796165
132,-2.9703019311089096,0.00784736467241892
133,-1.2024691582138791,0.12993107253590275
134,0.35834911303636563,0.36417179410012634
135,-1.8217474509243747,0.05091030608284806
136,-1.8003880034666193,0.052662984774498225
137,-0.8015404263845675,0.22173279635308246
138,0.9312169628858742,0.18802259084909223
139,-0.10724863641477475,0.45847222627137535
140,1.222415742902556,0.12629845455589628
141,4.09677245195106,0.001344826403158172
142,5.784627931056134,0.00013226242342788226
143,4.041349338558641,0.0014613329749945153
144,1.241439983232354,0.1229115541714374
145,0.19549994025657103,0.42467205212575243
146,1.5597643385514126,0.07662334143561289
147,-0.7008767664730893,0.25054860659567746
148,-1.1393147304848894,0.1419932937103657
149,-0.3932006556678108,0.35166148320162305
150,-2.847902601379485,0.009577303553256386
151,-2.6505760688943045,0.013225605231333006
152,-3.236719872651448,0.005106074585827905
153,-1.10962622519689,0.1479637030229571
154,-2.138860384389355,0.03056722091051327
155,0.0311557869738014,0.48791263978654886
156,-0.758177207690951,0.23386642609172037
157,-1.9500028060109356,0.04148317170351723
158,-4.136771711046545,0.0012668958354751431
159,-0.09896284128445447,0.4616684723019823
160,-0.0074926398284407385,0.4970926244126881
161,5.369205826555983,0.00022541606581168188
162,2.767528873840868,0.010920790873605616
163,3.323216505485985,0.004447316846281087
164,2.4424442465605014,0.01860756429059695
165,1.0303663179129678,0.1648657543579372
166,2.498808122384381,0.016964056712804775
167,2.0585552918896877,0.03482141587952879
168,-0.2946957883965891,0.38745538205060537
169,-0.3380094275656228,0.3715534522563039
170,-0.4535265737217375,0.33045349372158395
171,-1.017970522379554,0.16763755057724816
172,-1.4930713142834549,0.08481039745485229
173,-0.5074381553121208,0.31202397712655394
174,-3.2011102945231937,0.005406010890040649
175,-1.3485477971962716,0.10521746242389252
176,1.889997574547457,0.04566829285575101
177,-1.3986764135917167,0.09770623535320166
178,2.0214675385227685,0.036973283692112446
179,-0.36481797336100114,0.3618362938488485
180,0.9254748703065248,0.1894330705993344
181,-1.1255704937005064,0.1447331488666852
182,-3.25914413529776,0.004926105732824571
183,0.2213409893623186,0.4148836273879261
184,0.5325482978345324,0.3036209879255388
185,-1.528070643795914,0.08042231910680198
186,-1.419800100301738,0.09468159961970339
187,0.35612793421878697,0.36497509671742656
188,-0.49980424058331685,0.31460188991222865
