gene,cid
VC_0001,1
VC_0002,1
VC_0003,1
VC_0004,1
VC_0005,1
VC_0006,1
VC_0007,1
VC_0008,1
VC_0009,1
VC_0010,1
VC_0011,1
VC_0012,1
VC_0013,1
VC_0014,1
VC_0015,1
VC_0016,1
VC_0017,1
VC_0018,1
VC_0019,1
VC_0020,1
VC_0021,1
VC_0022,1
VC_0023,1
VC_0024,1
VC_0025,1
VC_0026,1
VC_0027,1
VC_0028,1
VC_0029,1
VC_0030,1
VC_0031,1
VC_0032,1
VC_0033,1
VC_0034,1
VC_0035,1
VC_0036,1
VC_0037,1
VC_0038,1
VC_0039,1
VC_0040,1
VC_0041,1
VC_0042,1
VC_0043,1
VC_0044,1
VC_0045,1
VC_0046,1
VC_0047,1
VC_0048,1
VC_0049,1
VC_0050,1
VC_0051,1
VC_0052,1
VC_2752,1
VC_2753,1
VC_2754,1
VC_2755,1
VC_2756,1
VC_2757,1
VC_2758,1
VC_2759,1
VC_2760,1
VC_2761,1
VC_2762,1
VC_2763,1
VC_2764,1
VC_2765,1
VC_2766,1
VC_2767,1
VC_2768,1
VC_2769,1
VC_2770,1
VC_2771,1
VC_2772,1
VC_2773,1
VC_2774,1
VC_2775,1
VC_0062,2
VC_0063,2
VC_0064,2
VC_0065,2
VC_0066,2
VC_0067,2
VC_0068,2
VC_0069,2
VC_0070,2
VC_0071,2
VC_0072,2
VC_0073,2
VC_0074,2
VC_0075,2
VC_0076,2
VC_0077,2
VC_0078,2
VC_0079,2
VC_0080,2
VC_0081,2
VC_0082,2
VC_0083,2
VC_0084,2
VC_0085,2
VC_0086,2
VC_0087,2
VC_0088,2
VC_0089,2
VC_0090,2
VC_0091,2
VC_0092,2
VC_0093,2
VC_0094,2
VC_0095,2
VC_0096,2
VC_0097,2
VC_0098,2
VC_0099,2
VC_0100,2
VC_0101,2
VC_0102,2
VC_0103,2
VC_0104,2
VC_0105,2
VC_0106,2
VC_0107,2
VC_0108,2
VC_0109,2
VC_0110,2
VC_0111,2
VC_0112,2
VC_0113,2
VC_0114,2
VC_0115,2
VC_0116,2
VC_0117,2
VC_0118,2
VC_0119,2
VC_0120,2
VC_0121,2
VC_0122,2
VC_0123,2
VC_0125,2
VC_0126,2
VC_0127,2
VC_0128,2
VC_0129,2
VC_0130,2
VC_0131,2
VC_0132,2
VC_0133,2
VC_0134,2
VC_0135,2
VC_0136,2
VC_0137,2
VC_0138,2
VC_0139,2
VC_0140,2
VC_0141,2
VC_0142,2
VC_0143,2
VC_0144,2
VC_0145,2
VC_0146,2
VC_0147,2
VC_0148,2
VC_0149,2
VC_0159,3
VC_0160,3
VC_0161,3
VC_0162,3
VC_0163,3
VC_0164,3
VC_0165,3
VC_0166,3
VC_0167,3
VC_0168,3
VC_0169,3
VC_0170,3
VC_0171,3
VC_0172,3
VC_0173,3
VC_0174,3
VC_0175,3
VC_0176,3
VC_0177,3
VC_0178,3
VC_0179,3
VC_0180,3
VC_0181,3
VC_0182,3
VC_0183,3
VC_0184,3
VC_0185,3
VC_0186,3
VC_0187,3
VC_0188,3
VC_0189,3
VC_0190,3
VC_0191,3
VC_0192,3
VC_0193,3
VC_0194,3
VC_0195,3
VC_0196,3
VC_0197,3
VC_0198,3
VC_0199,3
VC_0200,3
VC_0201,3
VC_0202,3
VC_0203,3
VC_0204,3
VC_0205,3
VC_0206,3
VC_0207,3
VC_0208,3
VC_0209,3
VC_0210,3
VC_0211,3
VC_0212,3
VC_0213,3
VC_0214,3
VC_0215,3
VC_0216,3
VC_0217,3
VC_0218,3
VC_0219,3
VC_0220,3
VC_0221,3
VC_0222,3
VC_0223,3
VC_0224,3
VC_0225,3
VC_0226,3
VC_0227,3
VC_0228,3
VC_0229,3
VC_0230,3
VC_0231,3
VC_0232,3
VC_0233,3
VC_0234,3
VC_0235,3
VC_0236,3
VC_0237,3
VC_0238,3
VC_0239,3
VC_0240,3
VC_0241,3
VC_0242,3
VC_0253,4
VC_0255,4
VC_0256,4
VC_0257,4
VC_0258,4
VC_0259,4
VC_0260,4
VC_0261,4
VC_0262,4
VC_0263,4
VC_0264,4
VC_0265,4
VC_0266,4
VC_0267,4
VC_0268,4
VC_0269,4
VC_0270,4
VC_0271,4
VC_0272,4
VC_0273,4
VC_0274,4
VC_0275,4
VC_0276,4
VC_0277,4
VC_0278,4
VC_0279,4
VC_0280,4
VC_0281,4
VC_0282,4
VC_0283,4
VC_0285,4
VC_0286,4
VC_0287,4
VC_0288,4
VC_0289,4
VC_0290,4
VC_0291,4
VC_0292,4
VC_0293,4
VC_0294,4
VC_0295,4
VC_0296,4
VC_0297,4
VC_0298,4
VC_0299,4
VC_0300,4
VC_0301,4
VC_0302,4
VC_0303,4
VC_0304,4
VC_0305,4
VC_0306,4
VC_0307,4
VC_0308,4
VC_0309,4
VC_0311,4
VC_0312,4
VC_0313,4
VC_0314,4
VC_0315,4
VC_0316,4
VC_0317,4
VC_0318,4
VC_0319,4
VC_0320,4
VC_0321,4
VC_0322,4
VC_0323,4
VC_0324,4
VC_0325,4
VC_0326,4
VC_0327,4
VC_0328,4
VC_0329,4
VC_0330,4
VC_0331,4
VC_0332,4
VC_0333,4
VC_0334,4
VC_0335,4
VC_0336,4
VC_0337,4
VC_0338,4
VC_0339,4
VC_0340,4
VC_0341,4
VC_0342,4
VC_0343,4
VC_0344,4
VC_0345,4
VC_0346,4
VC_0347,4
VC_0348,4
VC_0349,4
VC_0350,4
VC_0351,4
VC_0352,4
VC_0353,4
